Timestamps [ms],RightFootEE,,RightToeBase,,RightFoot,,RightLeg,,RightUpLeg,,LeftFootEE,,LeftToeBase,,LeftFoot,,LeftLeg,,LeftUpLeg,,RightHandEE,,RightHand,,RightForeArm,,RightArm,,RightShoulder,,LeftHandEE,,LeftHand,,LeftForeArm,,LeftArm,,LeftShoulder,,HeadEE,,Head,,Neck,,Spine4,,Spine3,,Spine2,,Spine1,,Spine,,Hips,,Nose,,LeftEye,,RightEye,,LeftEar,,RightEar,,LeftHeelOuter,,LeftHeelInner,,RightHeelOuter,,RightHeelInner,,LeftToeBaseOuter,,LeftToeBaseInner,,RightToeBaseOuter,,RightToeBaseInner,,LeftFootEEOuter,,LeftFootEEInner,,RightFootEEOuter,,RightFootEEInner,,LeftArm_,,LeftForeArm_,,LeftHand_,,RightArm_,,RightForeArm_,,RightHand_,,LeftUpLeg_,,LeftLeg_,,LeftFoot_,,LeftToeBase_,,RightUpLeg_,,RightLeg_,,RightFoot_,,RightToeBase_,,
83.333,0.52827,0.338618,0.537324,0.336015,0.552505,0.329921,0.557272,0.296175,0.564969,0.256265,0.600443,0.373624,0.601965,0.366723,0.603859,0.353303,0.594375,0.309622,0.585099,0.261668,0.511555,0.202785,0.518289,0.199095,0.539652,0.193814,0.561972,0.180298,0.574003,0.178045,0.661783,0.242463,0.652994,0.232811,0.628612,0.208961,0.599733,0.184873,0.584067,0.179615,0.582718,0.133406,0.580519,0.160392,0.581327,0.172978,0.584592,0.183069,0.583455,0.204258,0.581517,0.218469,0.57956,0.230279,0.580556,0.24519,0.576776,0.254339,0.57272,0.154906,0.579137,0.150629,0.570841,0.149809,0.591715,0.15344,0.568587,0.151124,0.609587,0.360371,0.602333,0.361112,0.550724,0.332848,0.552955,0.337839,0.606661,0.369782,0.599236,0.370495,0.536027,0.335936,0.538149,0.340986,0.604787,0.375355,0.597252,0.376051,0.527048,0.33753,0.529102,0.342616,0.599733,0.184873,0.628612,0.208961,0.652994,0.232811,0.561972,0.180298,0.539652,0.193814,0.518289,0.199095,0.585099,0.261668,0.594375,0.309622,0.603859,0.353303,0.601965,0.366723,0.564969,0.256265,0.557272,0.296175,0.552505,0.329921,0.537324,0.336015,
91.666,0.528246,0.338599,0.537299,0.336007,0.552475,0.329907,0.557267,0.296191,0.56505,0.256195,0.600511,0.373629,0.602011,0.366733,0.603864,0.35329,0.59444,0.309624,0.58511,0.261619,0.511921,0.202825,0.518565,0.199086,0.539775,0.193706,0.562055,0.180277,0.574095,0.178011,0.661866,0.242556,0.653112,0.232832,0.628694,0.208975,0.599845,0.184826,0.58417,0.179586,0.582818,0.133372,0.58062,0.160357,0.581423,0.172944,0.584675,0.183031,0.583532,0.204214,0.581592,0.218422,0.579629,0.230229,0.580629,0.245139,0.576831,0.254283,0.572846,0.154858,0.579259,0.150581,0.570959,0.149766,0.591824,0.153397,0.568686,0.151093,0.609574,0.360354,0.602313,0.361087,0.550687,0.332844,0.552925,0.337829,0.606701,0.369793,0.599267,0.370497,0.535997,0.335934,0.538125,0.340978,0.604853,0.375366,0.597309,0.376054,0.527015,0.337516,0.529076,0.342597,0.599845,0.184826,0.628694,0.208975,0.653112,0.232832,0.562055,0.180277,0.539775,0.193706,0.518565,0.199086,0.58511,0.261619,0.59444,0.309624,0.603864,0.35329,0.602011,0.366733,0.56505,0.256195,0.557267,0.296191,0.552475,0.329907,0.537299,0.336007,
100,0.528241,0.338621,0.537287,0.336028,0.552451,0.329901,0.557297,0.296188,0.565122,0.25623,0.600446,0.373609,0.601972,0.366747,0.603863,0.353326,0.594384,0.309656,0.585241,0.261618,0.512279,0.202853,0.518824,0.199091,0.539888,0.193637,0.562104,0.18026,0.57414,0.178027,0.661929,0.242638,0.653212,0.232852,0.62877,0.208977,0.599922,0.184781,0.58422,0.179593,0.582966,0.133369,0.580698,0.160352,0.58147,0.172948,0.58472,0.183039,0.583589,0.204222,0.581657,0.218431,0.579703,0.230239,0.580703,0.245151,0.576924,0.254298,0.572971,0.154778,0.57939,0.150523,0.571087,0.149697,0.59193,0.153397,0.568787,0.151061,0.609554,0.36041,0.602291,0.361126,0.55065,0.33284,0.552906,0.337821,0.606654,0.36982,0.599218,0.370508,0.535975,0.335957,0.538121,0.340998,0.604783,0.37536,0.597236,0.376031,0.526995,0.337541,0.529074,0.342618,0.599922,0.184781,0.62877,0.208977,0.653212,0.232852,0.562104,0.18026,0.539888,0.193637,0.518824,0.199091,0.585241,0.261618,0.594384,0.309656,0.603863,0.353326,0.601972,0.366747,0.565122,0.25623,0.557297,0.296188,0.552451,0.329901,0.537287,0.336028,
108.333,0.52825,0.338623,0.537298,0.336039,0.552458,0.329898,0.557273,0.296154,0.565102,0.256186,0.600415,0.373614,0.601958,0.366764,0.603872,0.353331,0.594506,0.309613,0.585275,0.261571,0.512634,0.202894,0.51909,0.199096,0.540018,0.193561,0.56217,0.180225,0.574213,0.177993,0.662016,0.242706,0.653308,0.232897,0.628844,0.209,0.600018,0.184741,0.584314,0.179563,0.583065,0.133339,0.58079,0.16032,0.581551,0.172916,0.584776,0.183005,0.58363,0.204185,0.581691,0.218391,0.579731,0.230197,0.580704,0.24511,0.576928,0.254254,0.573097,0.15473,0.579513,0.150479,0.571205,0.149654,0.592035,0.15336,0.568879,0.15103,0.609547,0.360423,0.60228,0.361121,0.550672,0.332853,0.552926,0.337825,0.606633,0.369847,0.599194,0.370515,0.535993,0.335977,0.538138,0.341009,0.604748,0.375377,0.597198,0.376029,0.527004,0.337552,0.529082,0.34262,0.600018,0.184741,0.628844,0.209,0.653308,0.232897,0.56217,0.180225,0.540018,0.193561,0.51909,0.199096,0.585275,0.261571,0.594506,0.309613,0.603872,0.353331,0.601958,0.366764,0.565102,0.256186,0.557273,0.296154,0.552458,0.329898,0.537298,0.336039,
116.666,0.528248,0.338616,0.537296,0.336048,0.552454,0.329907,0.557263,0.296179,0.565216,0.256155,0.600394,0.373599,0.601948,0.366767,0.603873,0.353331,0.594482,0.309636,0.585337,0.261545,0.512965,0.202949,0.519338,0.199103,0.540149,0.193497,0.56224,0.180188,0.57431,0.177974,0.662072,0.242798,0.653406,0.23294,0.628924,0.209019,0.600111,0.184703,0.584403,0.179542,0.583186,0.133318,0.580892,0.160296,0.581647,0.172895,0.584877,0.182986,0.583735,0.204163,0.581794,0.218368,0.579832,0.230173,0.58081,0.245089,0.577023,0.254228,0.573235,0.154679,0.579648,0.150434,0.571337,0.149609,0.592152,0.153334,0.568987,0.151002,0.609538,0.360428,0.602269,0.361116,0.550665,0.332867,0.552922,0.337836,0.606619,0.369855,0.599178,0.370513,0.535988,0.335989,0.538136,0.341018,0.604724,0.37537,0.597172,0.376012,0.526994,0.337548,0.529075,0.342613,0.600111,0.184703,0.628924,0.209019,0.653406,0.23294,0.56224,0.180188,0.540149,0.193497,0.519338,0.199103,0.585337,0.261545,0.594482,0.309636,0.603873,0.353331,0.601948,0.366767,0.565216,0.256155,0.557263,0.296179,0.552454,0.329907,0.537296,0.336048,
125,0.528278,0.338667,0.537315,0.336079,0.552448,0.329882,0.55727,0.296121,0.565169,0.256135,0.600203,0.373568,0.601894,0.366762,0.604029,0.353333,0.594442,0.309648,0.585426,0.261501,0.513308,0.203002,0.51959,0.199123,0.540274,0.193427,0.562289,0.180127,0.574382,0.177951,0.662103,0.242927,0.653498,0.232971,0.629016,0.209028,0.600205,0.184663,0.584509,0.179521,0.58327,0.133301,0.580984,0.160276,0.581728,0.172874,0.584921,0.182963,0.583758,0.204135,0.581813,0.218337,0.579851,0.230141,0.580793,0.245053,0.577031,0.254195,0.573371,0.154657,0.579777,0.15041,0.571458,0.149591,0.592257,0.153306,0.569072,0.150991,0.609689,0.360462,0.602434,0.361106,0.550647,0.332837,0.552933,0.337804,0.606558,0.369878,0.599134,0.370489,0.535993,0.336018,0.53817,0.341046,0.604522,0.375369,0.596989,0.375962,0.527005,0.337599,0.529116,0.342664,0.600205,0.184663,0.629016,0.209028,0.653498,0.232971,0.562289,0.180127,0.540274,0.193427,0.51959,0.199123,0.585426,0.261501,0.594442,0.309648,0.604029,0.353333,0.601894,0.366762,0.565169,0.256135,0.55727,0.296121,0.552448,0.329882,0.537315,0.336079,
133.333,0.528284,0.338667,0.537318,0.336084,0.552445,0.329874,0.557251,0.296116,0.565194,0.256101,0.600184,0.373581,0.60187,0.366783,0.603993,0.353334,0.594659,0.309547,0.585404,0.261475,0.513624,0.203058,0.519813,0.199141,0.540404,0.193368,0.562379,0.18008,0.574469,0.177932,0.662135,0.243034,0.653587,0.233016,0.629098,0.209048,0.600292,0.184629,0.584592,0.179507,0.583409,0.133282,0.581088,0.160253,0.581817,0.172857,0.585006,0.182946,0.583835,0.204115,0.581878,0.218315,0.579903,0.230116,0.580828,0.245041,0.577044,0.254171,0.573496,0.154588,0.579904,0.150354,0.571586,0.149531,0.592373,0.153283,0.56919,0.150957,0.609631,0.360466,0.60237,0.361093,0.550641,0.332822,0.552933,0.337792,0.606526,0.369904,0.599094,0.370499,0.535992,0.336019,0.538177,0.341049,0.6045,0.375392,0.596958,0.375968,0.527002,0.337596,0.52912,0.342664,0.600292,0.184629,0.629098,0.209048,0.653587,0.233016,0.562379,0.18008,0.540404,0.193368,0.519813,0.199141,0.585404,0.261475,0.594659,0.309547,0.603993,0.353334,0.60187,0.366783,0.565194,0.256101,0.557251,0.296116,0.552445,0.329874,0.537318,0.336084,
141.666,0.528292,0.338672,0.537327,0.336099,0.552451,0.32988,0.557238,0.296121,0.565285,0.256038,0.600145,0.373577,0.601858,0.366805,0.604024,0.353364,0.594642,0.309586,0.585505,0.261417,0.513931,0.203134,0.520024,0.199149,0.54052,0.193293,0.562499,0.180063,0.574543,0.177883,0.662172,0.243137,0.653676,0.233068,0.629181,0.209078,0.600354,0.184631,0.584665,0.179462,0.583518,0.133226,0.581177,0.160197,0.581896,0.172806,0.585078,0.182898,0.583903,0.204064,0.581946,0.218261,0.579973,0.230061,0.580909,0.244973,0.577135,0.254108,0.573622,0.154487,0.580029,0.150262,0.571706,0.149441,0.592477,0.153217,0.569283,0.150896,0.60964,0.360514,0.602375,0.361119,0.550656,0.332837,0.552948,0.337801,0.606505,0.369941,0.59907,0.370513,0.536006,0.336039,0.53819,0.341065,0.604454,0.375405,0.596909,0.375957,0.527008,0.337607,0.529126,0.342669,0.600354,0.184631,0.629181,0.209078,0.653676,0.233068,0.562499,0.180063,0.54052,0.193293,0.520024,0.199149,0.585505,0.261417,0.594642,0.309586,0.604024,0.353364,0.601858,0.366805,0.565285,0.256038,0.557238,0.296121,0.552451,0.32988,0.537327,0.336099,
150,0.528285,0.338668,0.53732,0.336106,0.55244,0.329877,0.557305,0.296078,0.565349,0.255998,0.60013,0.373558,0.601847,0.366801,0.604015,0.353353,0.594684,0.3096,0.585573,0.261375,0.514215,0.203194,0.520229,0.199175,0.540639,0.193235,0.562565,0.180002,0.574608,0.177861,0.662169,0.243239,0.653742,0.233106,0.629249,0.209091,0.600417,0.184599,0.584717,0.179443,0.583651,0.133192,0.58126,0.16016,0.581962,0.172778,0.585152,0.182869,0.583988,0.20403,0.582029,0.218225,0.580054,0.230023,0.580979,0.244938,0.577203,0.254069,0.573737,0.154386,0.580148,0.150179,0.571824,0.149352,0.592579,0.153181,0.569384,0.150842,0.609611,0.360511,0.602341,0.361099,0.55065,0.332849,0.552944,0.337805,0.606485,0.369945,0.599045,0.3705,0.536,0.336055,0.538186,0.341072,0.604435,0.375396,0.596885,0.375932,0.526997,0.337611,0.529117,0.342664,0.600417,0.184599,0.629249,0.209091,0.653742,0.233106,0.562565,0.180002,0.540639,0.193235,0.520229,0.199175,0.585573,0.261375,0.594684,0.3096,0.604015,0.353353,0.601847,0.366801,0.565349,0.255998,0.557305,0.296078,0.55244,0.329877,0.53732,0.336106,
158.333,0.528296,0.338691,0.537324,0.336124,0.552431,0.329865,0.557315,0.296129,0.565428,0.255976,0.599969,0.373515,0.601771,0.366784,0.604075,0.353341,0.594699,0.309577,0.585687,0.261337,0.51448,0.203253,0.520423,0.199197,0.540755,0.193182,0.562644,0.179945,0.574668,0.177829,0.662172,0.243335,0.653786,0.23316,0.629317,0.209107,0.60048,0.184576,0.58478,0.179406,0.583781,0.133156,0.581343,0.16012,0.582025,0.172742,0.585208,0.182838,0.584042,0.203999,0.582087,0.218194,0.580118,0.229992,0.581051,0.2449,0.577291,0.254036,0.573842,0.154305,0.580257,0.150112,0.571935,0.149276,0.592676,0.153149,0.569485,0.150784,0.609645,0.360527,0.60238,0.36107,0.550628,0.332817,0.55294,0.337781,0.606396,0.369954,0.598962,0.370462,0.535994,0.336062,0.538198,0.341087,0.604262,0.375382,0.596719,0.37587,0.526993,0.337626,0.529131,0.342689,0.60048,0.184576,0.629317,0.209107,0.653786,0.23316,0.562644,0.179945,0.540755,0.193182,0.520423,0.199197,0.585687,0.261337,0.594699,0.309577,0.604075,0.353341,0.601771,0.366784,0.565428,0.255976,0.557315,0.296129,0.552431,0.329865,0.537324,0.336124,
166.666,0.528323,0.338705,0.53735,0.336145,0.552454,0.32988,0.55729,0.296093,0.565529,0.255954,0.599869,0.37349,0.601716,0.366777,0.60409,0.353328,0.594751,0.309573,0.585794,0.261288,0.514687,0.203326,0.520605,0.199223,0.540852,0.193129,0.56271,0.179896,0.574735,0.1778,0.662191,0.243398,0.653808,0.233224,0.629366,0.209123,0.600567,0.184515,0.584859,0.179369,0.583908,0.133124,0.581432,0.160082,0.582093,0.172706,0.585269,0.182802,0.584112,0.203961,0.582166,0.218156,0.580204,0.229954,0.581145,0.244864,0.577391,0.254001,0.573961,0.154239,0.580379,0.150058,0.572055,0.149213,0.592781,0.15312,0.569586,0.150733,0.609639,0.36053,0.602375,0.361044,0.550652,0.332837,0.552967,0.337797,0.606331,0.369962,0.598898,0.37044,0.536019,0.336087,0.538227,0.341109,0.604153,0.375376,0.596612,0.375833,0.527015,0.337644,0.529157,0.342703,0.600567,0.184515,0.629366,0.209123,0.653808,0.233224,0.56271,0.179896,0.540852,0.193129,0.520605,0.199223,0.585794,0.261288,0.594751,0.309573,0.60409,0.353328,0.601716,0.366777,0.565529,0.255954,0.55729,0.296093,0.552454,0.32988,0.53735,0.336145,
