Timestamps [ms],RightFootEE,,RightToeBase,,RightFoot,,RightLeg,,RightUpLeg,,LeftFootEE,,LeftToeBase,,LeftFoot,,LeftLeg,,LeftUpLeg,,RightHandEE,,RightHand,,RightForeArm,,RightArm,,RightShoulder,,LeftHandEE,,LeftHand,,LeftForeArm,,LeftArm,,LeftShoulder,,HeadEE,,Head,,Neck,,Spine4,,Spine3,,Spine2,,Spine1,,Spine,,Hips,,Nose,,LeftEye,,RightEye,,LeftEar,,RightEar,,LeftHeelOuter,,LeftHeelInner,,RightHeelOuter,,RightHeelInner,,LeftToeBaseOuter,,LeftToeBaseInner,,RightToeBaseOuter,,RightToeBaseInner,,LeftFootEEOuter,,LeftFootEEInner,,RightFootEEOuter,,RightFootEEInner,,LeftArm_,,LeftForeArm_,,LeftHand_,,RightArm_,,RightForeArm_,,RightHand_,,LeftUpLeg_,,LeftLeg_,,LeftFoot_,,LeftToeBase_,,RightUpLeg_,,RightLeg_,,RightFoot_,,RightToeBase_,,
0,0.436031,0.370147,0.424759,0.363208,0.406798,0.348952,0.414857,0.28685,0.41975,0.217638,0.450984,0.298436,0.439846,0.299243,0.420976,0.298582,0.423001,0.254846,0.42419,0.201818,0.390883,0.215434,0.391723,0.200026,0.395456,0.163601,0.40279,0.116,0.406662,0.101905,0.428708,0.119111,0.425136,0.115805,0.414993,0.106108,0.40774,0.0950445,0.408474,0.0966415,0.399225,0.0317596,0.404027,0.0725306,0.401807,0.0916833,0.394508,0.107962,0.398828,0.138324,0.40438,0.157601,0.409681,0.173123,0.40875,0.193929,0.417637,0.204391,0.432664,0.0590005,0.424385,0.0520533,0.426438,0.0546486,0.404421,0.0559191,0.409399,0.0635806,0.418485,0.302637,0.421448,0.309045,0.40149,0.360981,0.407411,0.358867,0.437763,0.299334,0.440845,0.305639,0.420767,0.369336,0.426505,0.367078,0.449102,0.297205,0.452253,0.30345,0.43257,0.374292,0.438194,0.371946,0.40774,0.0950445,0.414993,0.106108,0.425136,0.115805,0.40279,0.116,0.395456,0.163601,0.391723,0.200026,0.42419,0.201818,0.423001,0.254846,0.420976,0.298582,0.439846,0.299243,0.41975,0.217638,0.414857,0.28685,0.406798,0.348952,0.424759,0.363208,
8.333,0.436097,0.370038,0.424785,0.363163,0.406772,0.348953,0.414736,0.286863,0.419648,0.217655,0.450924,0.298334,0.439808,0.299201,0.420986,0.298602,0.423058,0.254704,0.424328,0.201847,0.390469,0.215633,0.391247,0.199922,0.395199,0.163505,0.40254,0.116068,0.406742,0.1019,0.428533,0.119242,0.424959,0.115794,0.414853,0.106146,0.40772,0.095122,0.408603,0.0966431,0.39902,0.031754,0.404041,0.0724995,0.401902,0.091657,0.394603,0.107928,0.398872,0.138296,0.404408,0.157582,0.409702,0.173114,0.408778,0.193917,0.41766,0.204401,0.432607,0.058805,0.4243,0.0518964,0.426347,0.0544963,0.404373,0.0558633,0.409335,0.0635422,0.41846,0.302683,0.421477,0.30907,0.401493,0.360995,0.407392,0.358866,0.437696,0.29931,0.440831,0.305593,0.420813,0.3693,0.426527,0.367028,0.449021,0.297117,0.452225,0.303339,0.432662,0.374194,0.43826,0.371835,0.40772,0.095122,0.414853,0.106146,0.424959,0.115794,0.40254,0.116068,0.395199,0.163505,0.391247,0.199922,0.424328,0.201847,0.423058,0.254704,0.420986,0.298602,0.439808,0.299201,0.419648,0.217655,0.414736,0.286863,0.406772,0.348953,0.424785,0.363163,
16.666,0.436029,0.370059,0.424748,0.363181,0.406808,0.34892,0.414821,0.286873,0.419599,0.217636,0.450943,0.298298,0.439834,0.299189,0.421036,0.298592,0.42295,0.254688,0.424361,0.201789,0.389937,0.215861,0.390786,0.199853,0.394959,0.163468,0.402273,0.116127,0.406683,0.101898,0.428369,0.119318,0.424743,0.1158,0.414751,0.106191,0.407686,0.095177,0.408582,0.0966345,0.398878,0.0317317,0.403969,0.0724806,0.401857,0.0916451,0.394565,0.107912,0.398833,0.138277,0.404373,0.157562,0.409672,0.173091,0.408764,0.193881,0.41765,0.204364,0.432514,0.0587369,0.424199,0.0518465,0.42624,0.0544292,0.404287,0.0558593,0.409233,0.0634909,0.418491,0.302706,0.421533,0.309073,0.401515,0.360951,0.407463,0.358808,0.437707,0.299318,0.440866,0.305581,0.420753,0.369318,0.426521,0.367031,0.449032,0.297096,0.452259,0.303298,0.432574,0.374221,0.438228,0.371847,0.407686,0.095177,0.414751,0.106191,0.424743,0.1158,0.402273,0.116127,0.394959,0.163468,0.390786,0.199853,0.424361,0.201789,0.42295,0.254688,0.421036,0.298592,0.439834,0.299189,0.419599,0.217636,0.414821,0.286873,0.406808,0.34892,0.424748,0.363181,
25,0.436021,0.370017,0.424736,0.363158,0.406811,0.34888,0.414875,0.286847,0.419621,0.217624,0.450933,0.298221,0.439828,0.299163,0.421049,0.298613,0.422973,0.254694,0.424268,0.2018,0.389313,0.216002,0.390263,0.199805,0.394752,0.163413,0.402197,0.116147,0.406657,0.101865,0.428155,0.11944,0.424549,0.115816,0.41465,0.106223,0.407627,0.0951691,0.408563,0.0966178,0.398687,0.031692,0.403891,0.0724373,0.401825,0.0916122,0.394543,0.107888,0.398808,0.138263,0.404348,0.157553,0.409647,0.173086,0.408728,0.193888,0.417614,0.204366,0.432405,0.0586175,0.42408,0.0517506,0.426105,0.0543199,0.404198,0.0558235,0.409096,0.0634191,0.418494,0.30273,0.421561,0.309092,0.401507,0.360906,0.407456,0.358767,0.437691,0.299295,0.440874,0.305552,0.420736,0.369292,0.426506,0.367009,0.449018,0.29702,0.45227,0.303216,0.43257,0.374179,0.438226,0.371809,0.407627,0.0951691,0.41465,0.106223,0.424549,0.115816,0.402197,0.116147,0.394752,0.163413,0.390263,0.199805,0.424268,0.2018,0.422973,0.254694,0.421049,0.298613,0.439828,0.299163,0.419621,0.217624,0.414875,0.286847,0.406811,0.34888,0.424736,0.363158,
33.333,0.436089,0.369948,0.424781,0.363148,0.406825,0.348917,0.414806,0.286859,0.419553,0.217651,0.450962,0.298181,0.439852,0.299148,0.421074,0.298607,0.42295,0.254778,0.424138,0.201805,0.388626,0.21613,0.389696,0.199787,0.394531,0.163338,0.402162,0.116186,0.406722,0.101877,0.427919,0.119589,0.424359,0.115827,0.414518,0.106257,0.407564,0.0951972,0.408605,0.0966488,0.398418,0.0316916,0.40385,0.0724176,0.401865,0.0916083,0.394574,0.107889,0.398774,0.138278,0.40429,0.157576,0.409575,0.17311,0.408637,0.193909,0.417517,0.204383,0.432292,0.0584355,0.423943,0.0516142,0.425949,0.0541696,0.404109,0.0558029,0.408956,0.0633637,0.418521,0.302724,0.421591,0.309085,0.401555,0.360957,0.407508,0.358798,0.437714,0.29928,0.440901,0.305537,0.420795,0.369294,0.426568,0.366991,0.449052,0.29698,0.452307,0.303174,0.432651,0.374124,0.438311,0.371734,0.407564,0.0951972,0.414518,0.106257,0.424359,0.115827,0.402162,0.116186,0.394531,0.163338,0.389696,0.199787,0.424138,0.201805,0.42295,0.254778,0.421074,0.298607,0.439852,0.299148,0.419553,0.217651,0.414806,0.286859,0.406825,0.348917,0.424781,0.363148,
41.666,0.436124,0.369899,0.424798,0.363133,0.406833,0.348907,0.414743,0.286848,0.419451,0.217639,0.451045,0.298169,0.439925,0.299165,0.421142,0.298646,0.422935,0.254793,0.423923,0.201819,0.387844,0.216242,0.38911,0.199767,0.394262,0.163261,0.402171,0.116187,0.406793,0.101856,0.427657,0.119697,0.424154,0.115886,0.414389,0.106291,0.407507,0.0951562,0.408648,0.0966383,0.398124,0.0316389,0.403803,0.0723522,0.401908,0.0915645,0.394604,0.107848,0.398728,0.138248,0.404211,0.157555,0.409474,0.173096,0.408498,0.193903,0.417365,0.204383,0.432166,0.0581917,0.423788,0.0514251,0.425779,0.0539525,0.404007,0.0557517,0.408808,0.0632376,0.418595,0.302748,0.421664,0.309116,0.401559,0.360945,0.407499,0.358797,0.43779,0.299289,0.440976,0.305553,0.420815,0.369274,0.426574,0.366983,0.449143,0.296959,0.452397,0.303161,0.432698,0.374072,0.438343,0.371695,0.407507,0.0951562,0.414389,0.106291,0.424154,0.115886,0.402171,0.116187,0.394262,0.163261,0.38911,0.199767,0.423923,0.201819,0.422935,0.254793,0.421142,0.298646,0.439925,0.299165,0.419451,0.217639,0.414743,0.286848,0.406833,0.348907,0.424798,0.363133,
50,0.436203,0.369816,0.424846,0.363109,0.406836,0.348932,0.414757,0.286865,0.419377,0.217662,0.451015,0.298114,0.439905,0.29914,0.421151,0.298631,0.422901,0.254702,0.42402,0.20182,0.387139,0.216377,0.388494,0.19977,0.393973,0.163156,0.402075,0.116184,0.406688,0.101857,0.427367,0.119862,0.423929,0.115933,0.414237,0.106336,0.407372,0.0951371,0.408543,0.0966506,0.397894,0.0316558,0.403654,0.0723568,0.401794,0.091572,0.394506,0.107865,0.398648,0.138266,0.404149,0.157572,0.40943,0.173112,0.408492,0.193912,0.417371,0.204393,0.431991,0.058143,0.423608,0.0513905,0.425587,0.0539174,0.403849,0.0557522,0.408616,0.063238,0.418582,0.302759,0.421678,0.309111,0.401599,0.360985,0.40753,0.358814,0.437754,0.29928,0.440965,0.305527,0.420882,0.369263,0.426632,0.366949,0.449104,0.296917,0.452384,0.303101,0.432796,0.374004,0.438432,0.371604,0.407372,0.0951371,0.414237,0.106336,0.423929,0.115933,0.402075,0.116184,0.393973,0.163156,0.388494,0.19977,0.42402,0.20182,0.422901,0.254702,0.421151,0.298631,0.439905,0.29914,0.419377,0.217662,0.414757,0.286865,0.406836,0.348932,0.424846,0.363109,
58.333,0.43623,0.369792,0.424868,0.363109,0.406861,0.348925,0.414782,0.286864,0.419363,0.21764,0.451047,0.29805,0.439941,0.299127,0.4212,0.298674,0.422809,0.254767,0.423823,0.201796,0.386305,0.216546,0.387848,0.199839,0.393679,0.163087,0.402051,0.116243,0.406744,0.101892,0.427039,0.119991,0.423693,0.116008,0.414045,0.106378,0.407304,0.0951351,0.408594,0.09668,0.397548,0.0316483,0.403592,0.0723345,0.401833,0.0915733,0.394534,0.10786,0.398597,0.138264,0.40407,0.157572,0.409337,0.173109,0.408385,0.193912,0.417264,0.204378,0.431831,0.0579124,0.423412,0.0512275,0.425383,0.0537142,0.403707,0.0557563,0.408451,0.0631341,0.41863,0.30281,0.421752,0.309152,0.401638,0.360983,0.407584,0.358781,0.437782,0.299274,0.44102,0.30551,0.420906,0.369273,0.426671,0.366928,0.449131,0.296858,0.452436,0.303031,0.432827,0.373995,0.438478,0.371564,0.407304,0.0951351,0.414045,0.106378,0.423693,0.116008,0.402051,0.116243,0.393679,0.163087,0.387848,0.199839,0.423823,0.201796,0.422809,0.254767,0.4212,0.298674,0.439941,0.299127,0.419363,0.21764,0.414782,0.286864,0.406861,0.348925,0.424868,0.363109,
66.666,0.436291,0.369758,0.424913,0.363115,0.406898,0.348945,0.414754,0.286867,0.41923,0.217624,0.451086,0.298042,0.439974,0.299138,0.421237,0.298681,0.422818,0.254672,0.423722,0.201746,0.385432,0.216673,0.387226,0.199883,0.393372,0.163024,0.401977,0.116259,0.406666,0.101876,0.426721,0.120105,0.423411,0.116121,0.413879,0.106437,0.407196,0.0950769,0.408492,0.0966605,0.397341,0.0316129,0.403463,0.0723021,0.401734,0.0915533,0.394441,0.107846,0.398502,0.138247,0.403975,0.157552,0.40924,0.173085,0.408278,0.193875,0.41715,0.204344,0.431676,0.0578271,0.423249,0.051165,0.425212,0.0536269,0.403564,0.0557486,0.408286,0.0630577,0.418662,0.302817,0.421785,0.309159,0.401679,0.361005,0.407622,0.358806,0.437813,0.299285,0.441051,0.305522,0.420954,0.369279,0.426716,0.366938,0.449175,0.296848,0.452481,0.303022,0.432897,0.373963,0.438545,0.371536,0.407196,0.0950769,0.413879,0.106437,0.423411,0.116121,0.401977,0.116259,0.393372,0.163024,0.387226,0.199883,0.423722,0.201746,0.422818,0.254672,0.421237,0.298681,0.439974,0.299138,0.41923,0.217624,0.414754,0.286867,0.406898,0.348945,0.424913,0.363115,
75,0.43632,0.369699,0.424916,0.363096,0.406869,0.348944,0.414842,0.28689,0.419158,0.217629,0.451113,0.298048,0.439997,0.299147,0.421267,0.298653,0.422782,0.254653,0.423724,0.201753,0.384545,0.216804,0.386596,0.199911,0.393067,0.162933,0.401912,0.116285,0.406551,0.101868,0.426398,0.120267,0.423123,0.116236,0.413703,0.106502,0.407025,0.0950257,0.408361,0.0966637,0.397092,0.031618,0.403299,0.0722941,0.401603,0.0915491,0.394318,0.10785,0.398383,0.138256,0.403869,0.15756,0.409149,0.173093,0.408222,0.193887,0.417109,0.204351,0.43148,0.0577568,0.42304,0.0511118,0.425006,0.0535722,0.403367,0.0557366,0.4081,0.0630431,0.418684,0.302811,0.421806,0.309143,0.401665,0.36101,0.407593,0.358799,0.437833,0.299306,0.44107,0.305532,0.420968,0.369267,0.426713,0.366912,0.449206,0.296863,0.452511,0.303026,0.432944,0.373912,0.438574,0.371473,0.407025,0.0950257,0.413703,0.106502,0.423123,0.116236,0.401912,0.116285,0.393067,0.162933,0.386596,0.199911,0.423724,0.201753,0.422782,0.254653,0.421267,0.298653,0.439997,0.299147,0.419158,0.217629,0.414842,0.28689,0.406869,0.348944,0.424916,0.363096,
