Frames,RightFootEE,,RightToeBase,,RightFoot,,RightLeg,,RightUpLeg,,LeftFootEE,,LeftToeBase,,LeftFoot,,LeftLeg,,LeftUpLeg,,RightHandEE,,RightHand,,RightForeArm,,RightArm,,RightShoulder,,LeftHandEE,,LeftHand,,LeftForeArm,,LeftArm,,LeftShoulder,,HeadEE,,Head,,Neck,,Spine4,,Spine3,,Spine2,,Spine1,,Spine,,Hips,,Nose,,LeftEye,,RightEye,,LeftEar,,RightEar,,LeftHeelOuter,,LeftHeelInner,,RightHeelOuter,,RightHeelInner,,LeftToeBaseOuter,,LeftToeBaseInner,,RightToeBaseOuter,,RightToeBaseInner,,LeftFootEEOuter,,LeftFootEEInner,,RightFootEEOuter,,RightFootEEInner,,LeftArm_,,LeftForeArm_,,LeftHand_,,RightArm_,,RightForeArm_,,RightHand_,,LeftUpLeg_,,LeftLeg_,,LeftFoot_,,LeftToeBase_,,RightUpLeg_,,RightLeg_,,RightFoot_,,RightToeBase_,,
726,0.528936,0.322129,0.53719,0.317651,0.550546,0.305982,0.546217,0.265733,0.549445,0.214659,0.562374,0.346069,0.564391,0.338729,0.567872,0.32361,0.569686,0.275239,0.573759,0.219588,0.512931,0.167982,0.516393,0.164727,0.520159,0.159324,0.545822,0.135503,0.566726,0.135947,0.594896,0.226138,0.5978,0.214448,0.60001,0.180271,0.598166,0.142299,0.578928,0.13858,0.577276,0.0936001,0.574853,0.12008,0.574595,0.131402,0.575037,0.14049,0.571502,0.161844,0.568759,0.176237,0.566515,0.188222,0.565173,0.202323,0.562747,0.21218,0.567765,0.121821,0.574307,0.116572,0.565473,0.114806,0.586927,0.115638,0.562284,0.110761,0.571703,0.332202,0.563405,0.33121,0.547702,0.311516,0.553127,0.315175,0.568511,0.342951,0.56001,0.341899,0.534494,0.319095,0.539886,0.322873,0.566585,0.348941,0.557944,0.347851,0.525929,0.322332,0.531308,0.32618,0.598166,0.142299,0.60001,0.180271,0.5978,0.214448,0.545822,0.135503,0.520159,0.159324,0.516393,0.164727,0.573759,0.219588,0.569686,0.275239,0.567872,0.32361,0.564391,0.338729,0.549445,0.214659,0.546217,0.265733,0.550546,0.305982,0.53719,0.317651,
727,0.528927,0.322125,0.537184,0.317647,0.55054,0.305977,0.5462,0.265736,0.549434,0.214655,0.562376,0.346069,0.564392,0.338727,0.567874,0.323608,0.569689,0.275236,0.573751,0.219581,0.513007,0.167895,0.516386,0.164681,0.520106,0.159284,0.545819,0.135506,0.566722,0.135957,0.594884,0.226176,0.597789,0.214493,0.6,0.180317,0.598157,0.142343,0.578927,0.138591,0.577304,0.0935992,0.574861,0.120085,0.574593,0.131409,0.575026,0.140494,0.571489,0.161844,0.568746,0.176236,0.566503,0.18822,0.565159,0.202315,0.562735,0.212174,0.567743,0.121802,0.574293,0.116563,0.565465,0.114786,0.586928,0.115653,0.562302,0.110746,0.571701,0.332201,0.563404,0.331207,0.547703,0.311514,0.553126,0.31517,0.568511,0.342951,0.560009,0.341896,0.534491,0.319093,0.539881,0.322868,0.566586,0.348941,0.557945,0.347849,0.525923,0.32233,0.531299,0.326175,0.598157,0.142343,0.6,0.180317,0.597789,0.214493,0.545819,0.135506,0.520106,0.159284,0.516386,0.164681,0.573751,0.219581,0.569689,0.275236,0.567874,0.323608,0.564392,0.338727,0.549434,0.214655,0.5462,0.265736,0.55054,0.305977,0.537184,0.317647,
728,0.528922,0.322124,0.53718,0.317645,0.55054,0.305975,0.546196,0.26574,0.549422,0.214659,0.562383,0.346086,0.564395,0.338743,0.567869,0.323616,0.569684,0.27523,0.573748,0.219577,0.513077,0.167826,0.516368,0.164612,0.520069,0.15925,0.545815,0.135503,0.566718,0.135955,0.59487,0.226209,0.597776,0.214532,0.599978,0.180361,0.598145,0.142372,0.57892,0.138593,0.577337,0.0935941,0.574867,0.120082,0.57459,0.131408,0.575024,0.140495,0.571485,0.161844,0.56874,0.176236,0.566496,0.18822,0.565143,0.202314,0.562726,0.212174,0.567729,0.12178,0.574287,0.116551,0.565464,0.114762,0.586932,0.115664,0.56232,0.110723,0.5717,0.332206,0.563401,0.331215,0.5477,0.311504,0.553122,0.315166,0.568515,0.342964,0.560013,0.341912,0.534486,0.319086,0.539875,0.322867,0.566593,0.348957,0.557952,0.347868,0.525917,0.322325,0.531292,0.326176,0.598145,0.142372,0.599978,0.180361,0.597776,0.214532,0.545815,0.135503,0.520069,0.15925,0.516368,0.164612,0.573748,0.219577,0.569684,0.27523,0.567869,0.323616,0.564395,0.338743,0.549422,0.214659,0.546196,0.26574,0.55054,0.305975,0.53718,0.317645,
729,0.528916,0.322121,0.537176,0.317643,0.550536,0.305973,0.546169,0.265748,0.549433,0.214656,0.562381,0.346078,0.564394,0.338737,0.567869,0.323613,0.569673,0.275235,0.573754,0.219578,0.513114,0.167751,0.516335,0.164538,0.520028,0.159235,0.54581,0.135496,0.566713,0.135975,0.59485,0.226243,0.59776,0.214571,0.599959,0.180404,0.598136,0.142406,0.578912,0.138615,0.577363,0.0935943,0.57487,0.120092,0.574586,0.131423,0.575027,0.140504,0.571494,0.161847,0.56875,0.176236,0.566506,0.188219,0.565157,0.202315,0.562736,0.212174,0.567715,0.121758,0.574279,0.116538,0.565461,0.114741,0.586933,0.115678,0.562333,0.110714,0.571699,0.332204,0.563401,0.331212,0.5477,0.311505,0.553121,0.315165,0.568514,0.342958,0.560012,0.341906,0.534483,0.319086,0.539872,0.322864,0.566592,0.348949,0.557951,0.347859,0.525913,0.322324,0.531287,0.326173,0.598136,0.142406,0.599959,0.180404,0.59776,0.214571,0.54581,0.135496,0.520028,0.159235,0.516335,0.164538,0.573754,0.219578,0.569673,0.275235,0.567869,0.323613,0.564394,0.338737,0.549433,0.214656,0.546169,0.265748,0.550536,0.305973,0.537176,0.317643,
730,0.528913,0.322119,0.537174,0.31764,0.550537,0.305968,0.546157,0.265744,0.549424,0.214653,0.56239,0.346087,0.564401,0.338745,0.567874,0.323619,0.569682,0.275226,0.573749,0.219572,0.513139,0.167675,0.516292,0.164456,0.520001,0.159203,0.545809,0.135507,0.56671,0.135967,0.594828,0.226269,0.597745,0.214608,0.59993,0.180446,0.598129,0.142423,0.578909,0.138609,0.577383,0.0935846,0.574875,0.120083,0.574584,0.131417,0.575024,0.1405,0.571486,0.161844,0.56874,0.176234,0.566496,0.188216,0.565144,0.202309,0.562727,0.212169,0.567707,0.121739,0.574276,0.116524,0.565461,0.11472,0.586936,0.115678,0.562345,0.110694,0.571706,0.332209,0.563407,0.331219,0.547703,0.311499,0.553123,0.31516,0.568522,0.342966,0.560019,0.341915,0.534484,0.319082,0.53987,0.322861,0.566601,0.348958,0.557959,0.347869,0.52591,0.322321,0.531283,0.32617,0.598129,0.142423,0.59993,0.180446,0.597745,0.214608,0.545809,0.135507,0.520001,0.159203,0.516292,0.164456,0.573749,0.219572,0.569682,0.275226,0.567874,0.323619,0.564401,0.338745,0.549424,0.214653,0.546157,0.265744,0.550537,0.305968,0.537174,0.31764,
731,0.528911,0.322119,0.537173,0.317638,0.550536,0.305963,0.546155,0.265739,0.549393,0.214652,0.562388,0.346087,0.564399,0.33875,0.567875,0.323613,0.569675,0.275228,0.573726,0.219565,0.51315,0.167603,0.51624,0.164359,0.519961,0.159179,0.545802,0.135528,0.566703,0.135972,0.594799,0.226298,0.597727,0.214648,0.599923,0.180489,0.598134,0.142453,0.578905,0.138615,0.57741,0.0935845,0.57488,0.120086,0.574578,0.13142,0.57501,0.140498,0.571471,0.161838,0.568723,0.176226,0.566477,0.188208,0.565113,0.202306,0.562699,0.212164,0.567694,0.121723,0.574269,0.116516,0.565459,0.114703,0.586937,0.11569,0.562359,0.11068,0.571697,0.3322,0.563399,0.331203,0.547706,0.311494,0.553125,0.315154,0.568515,0.342971,0.560013,0.341913,0.534485,0.31908,0.539871,0.322858,0.566596,0.348962,0.557955,0.347866,0.52591,0.322322,0.531282,0.32617,0.598134,0.142453,0.599923,0.180489,0.597727,0.214648,0.545802,0.135528,0.519961,0.159179,0.51624,0.164359,0.573726,0.219565,0.569675,0.275228,0.567875,0.323613,0.564399,0.33875,0.549393,0.214652,0.546155,0.265739,0.550536,0.305963,0.537173,0.317638,
732,0.528902,0.322116,0.537165,0.317635,0.550531,0.305961,0.54614,0.265747,0.54938,0.214644,0.562381,0.346094,0.564394,0.338756,0.567876,0.323619,0.569666,0.275216,0.573712,0.219555,0.513113,0.167524,0.516192,0.164247,0.519935,0.159155,0.54578,0.135509,0.566678,0.135977,0.594769,0.226325,0.597695,0.214679,0.599903,0.18052,0.598121,0.142491,0.578881,0.138619,0.577429,0.0935661,0.574868,0.120079,0.574554,0.13142,0.574984,0.140497,0.571448,0.161833,0.568703,0.176221,0.566459,0.188203,0.565097,0.202296,0.562685,0.212156,0.567684,0.12168,0.574264,0.116483,0.565456,0.114662,0.586931,0.115685,0.56236,0.110655,0.571691,0.332209,0.563392,0.331206,0.547701,0.311487,0.553118,0.315151,0.568506,0.342981,0.560004,0.341917,0.534477,0.319074,0.539861,0.322856,0.566587,0.348972,0.557945,0.347869,0.525901,0.322317,0.531271,0.326169,0.598121,0.142491,0.599903,0.18052,0.597695,0.214679,0.54578,0.135509,0.519935,0.159155,0.516192,0.164247,0.573712,0.219555,0.569666,0.275216,0.567876,0.323619,0.564394,0.338756,0.54938,0.214644,0.54614,0.265747,0.550531,0.305961,0.537165,0.317635,
733,0.528898,0.322107,0.537164,0.317629,0.550533,0.305957,0.546129,0.26574,0.549356,0.214647,0.56237,0.346089,0.564386,0.338752,0.567869,0.323615,0.569679,0.275229,0.57369,0.21956,0.513055,0.16745,0.516127,0.164118,0.519918,0.159138,0.545769,0.13549,0.566667,0.135975,0.594741,0.226351,0.59766,0.214711,0.599885,0.180552,0.598122,0.14252,0.578867,0.13862,0.577453,0.0935559,0.574867,0.120073,0.574544,0.131418,0.574976,0.140497,0.571439,0.161833,0.568691,0.176221,0.566445,0.188203,0.565077,0.202302,0.562663,0.21216,0.56768,0.121652,0.574266,0.116462,0.56546,0.114634,0.586933,0.115685,0.562368,0.110635,0.571693,0.332203,0.563394,0.331205,0.547706,0.311487,0.553122,0.315149,0.568502,0.342974,0.56,0.341915,0.534478,0.31907,0.53986,0.32285,0.566578,0.348965,0.557937,0.347868,0.525898,0.322309,0.531267,0.326159,0.598122,0.14252,0.599885,0.180552,0.59766,0.214711,0.545769,0.13549,0.519918,0.159138,0.516127,0.164118,0.57369,0.21956,0.569679,0.275229,0.567869,0.323615,0.564386,0.338752,0.549356,0.214647,0.546129,0.26574,0.550533,0.305957,0.537164,0.317629,
734,0.528881,0.322105,0.537152,0.31763,0.550524,0.30596,0.546109,0.265758,0.549354,0.214648,0.562351,0.346095,0.564372,0.338764,0.567864,0.32362,0.569649,0.275214,0.573692,0.219547,0.512997,0.167357,0.516032,0.163999,0.519869,0.159107,0.545743,0.135495,0.566639,0.13597,0.594709,0.226376,0.597624,0.214742,0.599868,0.180582,0.598105,0.142545,0.578846,0.138606,0.577465,0.093531,0.574853,0.120056,0.574515,0.131406,0.574939,0.140489,0.571405,0.161828,0.568664,0.176218,0.566424,0.1882,0.565065,0.202292,0.562659,0.212153,0.567668,0.121609,0.574258,0.116426,0.565454,0.114592,0.586923,0.115671,0.562364,0.110603,0.57169,0.332206,0.563392,0.331207,0.547706,0.311498,0.553119,0.315154,0.568491,0.342986,0.559989,0.341926,0.534471,0.319076,0.53985,0.32285,0.566559,0.348972,0.557918,0.347874,0.525885,0.322311,0.53125,0.326155,0.598105,0.142545,0.599868,0.180582,0.597624,0.214742,0.545743,0.135495,0.519869,0.159107,0.516032,0.163999,0.573692,0.219547,0.569649,0.275214,0.567864,0.32362,0.564372,0.338764,0.549354,0.214648,0.546109,0.265758,0.550524,0.30596,0.537152,0.31763,
735,0.528887,0.322096,0.53716,0.317619,0.550534,0.305946,0.546109,0.265731,0.549334,0.214646,0.56235,0.346097,0.564375,0.338763,0.56787,0.323615,0.569656,0.275208,0.573681,0.21954,0.512935,0.167232,0.515947,0.163889,0.519836,0.159066,0.545737,0.135493,0.566631,0.135966,0.594682,0.226403,0.597596,0.214773,0.599859,0.180612,0.5981,0.142578,0.578831,0.138609,0.577482,0.0935167,0.57485,0.120048,0.574509,0.131403,0.574943,0.140485,0.571412,0.161819,0.568665,0.176207,0.566421,0.188189,0.565046,0.202291,0.562642,0.21215,0.567668,0.121578,0.574261,0.1164,0.565459,0.114562,0.586924,0.115664,0.562369,0.110584,0.571699,0.332199,0.563401,0.3312,0.547722,0.311484,0.553132,0.315139,0.568494,0.342984,0.559992,0.341924,0.534482,0.319065,0.539859,0.322839,0.566559,0.348973,0.557918,0.347876,0.525893,0.322301,0.531255,0.326145,0.5981,0.142578,0.599859,0.180612,0.597596,0.214773,0.545737,0.135493,0.519836,0.159066,0.515947,0.163889,0.573681,0.21954,0.569656,0.275208,0.56787,0.323615,0.564375,0.338763,0.549334,0.214646,0.546109,0.265731,0.550534,0.305946,0.53716,0.317619,
736,0.52888,0.322094,0.537155,0.317617,0.550531,0.305944,0.546106,0.265733,0.549312,0.21464,0.562336,0.346098,0.564363,0.338764,0.567861,0.323614,0.569649,0.275208,0.573659,0.219536,0.512829,0.167143,0.51587,0.163744,0.519801,0.159026,0.545721,0.13549,0.566613,0.135976,0.594666,0.226426,0.597558,0.214797,0.59984,0.180635,0.598086,0.142595,0.578811,0.138621,0.577486,0.093496,0.574839,0.120044,0.574492,0.131409,0.574928,0.140487,0.571398,0.161816,0.568651,0.176202,0.566405,0.188184,0.565025,0.202288,0.56262,0.212145,0.567667,0.121534,0.574261,0.116361,0.565458,0.114524,0.586918,0.115648,0.562363,0.110572,0.571694,0.332198,0.563397,0.331201,0.547722,0.311483,0.553131,0.315138,0.568484,0.342983,0.559983,0.341926,0.534479,0.319063,0.539854,0.322837,0.566546,0.348973,0.557905,0.347878,0.525888,0.3223,0.531248,0.326143,0.598086,0.142595,0.59984,0.180635,0.597558,0.214797,0.545721,0.13549,0.519801,0.159026,0.51587,0.163744,0.573659,0.219536,0.569649,0.275208,0.567861,0.323614,0.564363,0.338764,0.549312,0.21464,0.546106,0.265733,0.550531,0.305944,0.537155,0.317617,
737,0.528877,0.322087,0.537157,0.317615,0.550539,0.30595,0.546084,0.26575,0.549326,0.214644,0.562327,0.346107,0.56436,0.338773,0.567865,0.323617,0.569628,0.275194,0.573672,0.219526,0.512714,0.167036,0.515776,0.16361,0.519782,0.158992,0.545695,0.135473,0.566584,0.135962,0.594635,0.226443,0.597529,0.21482,0.599817,0.180656,0.598063,0.142611,0.578789,0.138597,0.577487,0.0934618,0.57482,0.120018,0.574462,0.131389,0.574888,0.140476,0.571363,0.161813,0.568625,0.176202,0.566389,0.188185,0.565028,0.202279,0.562631,0.21214,0.567657,0.121485,0.574253,0.116316,0.565451,0.114476,0.586906,0.11562,0.562352,0.110536,0.571701,0.332198,0.563404,0.3312,0.547733,0.311493,0.553139,0.315146,0.568482,0.342991,0.559981,0.341933,0.534484,0.319065,0.539855,0.322836,0.566537,0.348983,0.557898,0.347886,0.525887,0.322295,0.531244,0.326136,0.598063,0.142611,0.599817,0.180656,0.597529,0.21482,0.545695,0.135473,0.519782,0.158992,0.515776,0.16361,0.573672,0.219526,0.569628,0.275194,0.567865,0.323617,0.56436,0.338773,0.549326,0.214644,0.546084,0.26575,0.550539,0.30595,0.537157,0.317615,
738,0.528871,0.322083,0.537156,0.317612,0.550546,0.305947,0.546072,0.265744,0.549325,0.214633,0.562314,0.346117,0.564351,0.338778,0.567864,0.323614,0.569619,0.275181,0.57367,0.219515,0.5126,0.166895,0.515684,0.1635,0.519742,0.158959,0.545666,0.13547,0.566558,0.135945,0.594605,0.226471,0.597498,0.21484,0.599799,0.180676,0.598042,0.142641,0.578751,0.138585,0.577493,0.0934483,0.574797,0.120002,0.574437,0.131375,0.574887,0.140464,0.571369,0.161799,0.56863,0.176187,0.566392,0.18817,0.565029,0.202271,0.56263,0.21213,0.567649,0.121461,0.574249,0.116299,0.565446,0.114451,0.586892,0.115614,0.562339,0.11051,0.571703,0.332192,0.563406,0.331195,0.547745,0.311486,0.553147,0.315142,0.568475,0.342995,0.559975,0.341936,0.534487,0.319059,0.539854,0.322833,0.566524,0.348992,0.557885,0.347895,0.525884,0.322289,0.531236,0.326133,0.598042,0.142641,0.599799,0.180676,0.597498,0.21484,0.545666,0.13547,0.519742,0.158959,0.515684,0.1635,0.57367,0.219515,0.569619,0.275181,0.567864,0.323614,0.564351,0.338778,0.549325,0.214633,0.546072,0.265744,0.550546,0.305947,0.537156,0.317612,
739,0.528867,0.322081,0.537157,0.317613,0.550556,0.305954,0.546048,0.265745,0.54931,0.214628,0.562308,0.34611,0.564347,0.338776,0.567862,0.323619,0.569632,0.275187,0.573647,0.219518,0.512486,0.166769,0.515594,0.16338,0.519735,0.15891,0.545658,0.135452,0.566548,0.135936,0.59458,0.226488,0.597462,0.214852,0.599767,0.18069,0.598032,0.14264,0.578739,0.138577,0.577478,0.09342,0.574787,0.119986,0.574428,0.131367,0.574876,0.140464,0.571353,0.161802,0.568611,0.176191,0.566372,0.188173,0.565015,0.202268,0.562613,0.212129,0.567642,0.121421,0.57424,0.116258,0.565437,0.114416,0.586882,0.115583,0.562327,0.110494,0.5717,0.332201,0.563403,0.331203,0.547754,0.311491,0.553153,0.315151,0.56847,0.342994,0.55997,0.341935,0.534488,0.319058,0.539851,0.322836,0.566518,0.348986,0.557879,0.347889,0.525881,0.322285,0.531229,0.326132,0.598032,0.14264,0.599767,0.18069,0.597462,0.214852,0.545658,0.135452,0.519735,0.15891,0.515594,0.16338,0.573647,0.219518,0.569632,0.275187,0.567862,0.323619,0.564347,0.338776,0.54931,0.214628,0.546048,0.265745,0.550556,0.305954,0.537157,0.317613,
740,0.528863,0.322077,0.537156,0.317609,0.550557,0.30595,0.54606,0.265739,0.549281,0.214623,0.562303,0.346111,0.564345,0.338773,0.567865,0.323611,0.569628,0.27519,0.57362,0.219513,0.512396,0.166663,0.515493,0.163251,0.519724,0.158866,0.545628,0.135454,0.566515,0.135937,0.594552,0.226513,0.597427,0.214874,0.599757,0.180707,0.598005,0.142673,0.578699,0.138581,0.57747,0.0934101,0.574758,0.119981,0.574395,0.131366,0.574855,0.140461,0.571339,0.161794,0.568595,0.176181,0.566354,0.188164,0.56499,0.202268,0.562585,0.212125,0.567621,0.121395,0.574221,0.116237,0.565419,0.114392,0.586858,0.11558,0.562307,0.110479,0.571703,0.332191,0.563406,0.33119,0.547759,0.311488,0.553156,0.315147,0.568468,0.342992,0.559968,0.34193,0.534489,0.319055,0.539851,0.322832,0.566513,0.348988,0.557874,0.347888,0.52588,0.322281,0.531226,0.326128,0.598005,0.142673,0.599757,0.180707,0.597427,0.214874,0.545628,0.135454,0.519724,0.158866,0.515493,0.163251,0.57362,0.219513,0.569628,0.27519,0.567865,0.323611,0.564345,0.338773,0.549281,0.214623,0.54606,0.265739,0.550557,0.30595,0.537156,0.317609,
741,0.528858,0.322075,0.537154,0.317609,0.550561,0.305952,0.546068,0.265738,0.549276,0.214623,0.562289,0.346112,0.564338,0.338775,0.567869,0.323612,0.569614,0.275184,0.573612,0.219511,0.512304,0.166556,0.515409,0.163133,0.519698,0.15882,0.545607,0.13547,0.566496,0.13591,0.594527,0.226523,0.597393,0.214881,0.599722,0.180715,0.597998,0.142668,0.578678,0.13855,0.577462,0.0933975,0.57474,0.11996,0.574375,0.131342,0.574841,0.140444,0.571328,0.161783,0.568586,0.176172,0.566346,0.188156,0.564987,0.20227,0.56258,0.212125,0.567609,0.121384,0.574209,0.116229,0.565408,0.114378,0.586842,0.115569,0.562293,0.110456,0.571709,0.332193,0.563413,0.331192,0.547768,0.31149,0.553161,0.315149,0.568462,0.342994,0.559963,0.341931,0.534491,0.319055,0.539849,0.322832,0.566499,0.348989,0.557861,0.347888,0.525876,0.32228,0.531219,0.326126,0.597998,0.142668,0.599722,0.180715,0.597393,0.214881,0.545607,0.13547,0.519698,0.15882,0.515409,0.163133,0.573612,0.219511,0.569614,0.275184,0.567869,0.323612,0.564338,0.338775,0.549276,0.214623,0.546068,0.265738,0.550561,0.305952,0.537154,0.317609,
742,0.528855,0.322069,0.537156,0.317607,0.550572,0.305957,0.546055,0.265743,0.549281,0.214624,0.562278,0.346116,0.564332,0.338777,0.567867,0.323609,0.56959,0.275168,0.573623,0.219497,0.512229,0.166452,0.515344,0.163008,0.519675,0.158782,0.545578,0.135464,0.566465,0.135899,0.594491,0.226542,0.597362,0.214897,0.599712,0.180725,0.597966,0.142692,0.578647,0.138534,0.577446,0.0933747,0.574712,0.119942,0.574343,0.131327,0.574813,0.140433,0.571307,0.161774,0.568571,0.176164,0.566336,0.188149,0.564983,0.20226,0.562584,0.212117,0.567583,0.121349,0.574185,0.116197,0.565385,0.114345,0.586816,0.11555,0.56227,0.110431,0.571716,0.332187,0.56342,0.33119,0.547779,0.311494,0.553169,0.315156,0.56846,0.342993,0.559961,0.341935,0.534494,0.319051,0.539848,0.322831,0.56649,0.348992,0.557853,0.347894,0.525875,0.322272,0.531213,0.326121,0.597966,0.142692,0.599712,0.180725,0.597362,0.214897,0.545578,0.135464,0.519675,0.158782,0.515344,0.163008,0.573623,0.219497,0.56959,0.275168,0.567867,0.323609,0.564332,0.338777,0.549281,0.214624,0.546055,0.265743,0.550572,0.305957,0.537156,0.317607,
743,0.528845,0.322068,0.537154,0.317611,0.550586,0.305971,0.54603,0.265733,0.549235,0.214613,0.562274,0.346113,0.564331,0.338782,0.567874,0.323604,0.56963,0.27518,0.573572,0.219493,0.512155,0.166359,0.515285,0.162888,0.519679,0.158728,0.54556,0.135456,0.56644,0.135918,0.594481,0.226555,0.59732,0.214898,0.599674,0.180725,0.597958,0.142684,0.578625,0.138556,0.577433,0.0933553,0.574694,0.119944,0.57432,0.13134,0.574781,0.140439,0.571274,0.161771,0.568537,0.176159,0.5663,0.188143,0.564941,0.202257,0.562537,0.212111,0.567561,0.121301,0.574165,0.116154,0.565366,0.114305,0.586797,0.115534,0.562255,0.110424,0.571714,0.33218,0.563419,0.331175,0.547792,0.311503,0.553176,0.315172,0.568455,0.343,0.559957,0.341933,0.534494,0.319051,0.539841,0.322838,0.566483,0.348993,0.557846,0.347888,0.525867,0.322266,0.531199,0.326123,0.597958,0.142684,0.599674,0.180725,0.59732,0.214898,0.54556,0.135456,0.519679,0.158728,0.515285,0.162888,0.573572,0.219493,0.56963,0.27518,0.567874,0.323604,0.564331,0.338782,0.549235,0.214613,0.54603,0.265733,0.550586,0.305971,0.537154,0.317611,
744,0.528841,0.322063,0.537151,0.31761,0.550587,0.305975,0.546037,0.265748,0.549219,0.214609,0.562279,0.34612,0.564333,0.338785,0.567875,0.323599,0.569625,0.275188,0.573558,0.21949,0.512111,0.166272,0.515235,0.162756,0.519664,0.15868,0.545548,0.135453,0.566427,0.135913,0.594462,0.22657,0.597278,0.214902,0.599652,0.180723,0.597945,0.142683,0.578609,0.138551,0.577403,0.0933578,0.574674,0.119942,0.574306,0.131338,0.574769,0.14044,0.571261,0.161774,0.568522,0.176162,0.566284,0.188144,0.564922,0.202252,0.562521,0.212107,0.567529,0.121306,0.574133,0.116158,0.565336,0.11431,0.586771,0.115533,0.562233,0.110426,0.571707,0.332172,0.563411,0.331162,0.54779,0.311504,0.553172,0.315176,0.568453,0.343003,0.559955,0.341932,0.53449,0.319047,0.539836,0.322837,0.566486,0.349002,0.557848,0.347892,0.525863,0.32226,0.531193,0.326119,0.597945,0.142683,0.599652,0.180723,0.597278,0.214902,0.545548,0.135453,0.519664,0.15868,0.515235,0.162756,0.573558,0.21949,0.569625,0.275188,0.567875,0.323599,0.564333,0.338785,0.549219,0.214609,0.546037,0.265748,0.550587,0.305975,0.537151,0.31761,
745,0.528834,0.32206,0.537149,0.31761,0.550594,0.305981,0.54602,0.26576,0.549203,0.214612,0.562276,0.346156,0.564332,0.338809,0.567881,0.3236,0.569602,0.275194,0.573541,0.21949,0.512079,0.16617,0.515195,0.162629,0.519658,0.158647,0.545532,0.135418,0.566409,0.13592,0.594422,0.226579,0.597246,0.214907,0.599627,0.180725,0.597929,0.142668,0.578592,0.138556,0.577402,0.0933467,0.574662,0.11994,0.574288,0.131341,0.57475,0.140441,0.571245,0.161773,0.568507,0.17616,0.56627,0.188142,0.564908,0.202257,0.562506,0.21211,0.567503,0.121273,0.57411,0.116131,0.565318,0.11428,0.586754,0.115529,0.562228,0.110412,0.571707,0.332166,0.563411,0.331149,0.547798,0.311509,0.553177,0.315184,0.568449,0.343025,0.559951,0.341946,0.53449,0.319047,0.539832,0.322839,0.56648,0.34904,0.557844,0.347922,0.525857,0.322255,0.531184,0.326117,0.597929,0.142668,0.599627,0.180725,0.597246,0.214907,0.545532,0.135418,0.519658,0.158647,0.515195,0.162629,0.573541,0.21949,0.569602,0.275194,0.567881,0.3236,0.564332,0.338809,0.549203,0.214612,0.54602,0.26576,0.550594,0.305981,0.537149,0.31761,
