Timestamps [ms],RightFootEE,,RightToeBase,,RightFoot,,RightLeg,,RightUpLeg,,LeftFootEE,,LeftToeBase,,LeftFoot,,LeftLeg,,LeftUpLeg,,RightHandEE,,RightHand,,RightForeArm,,RightArm,,RightShoulder,,LeftHandEE,,LeftHand,,LeftForeArm,,LeftArm,,LeftShoulder,,HeadEE,,Head,,Neck,,Spine4,,Spine3,,Spine2,,Spine1,,Spine,,Hips,,Nose,,LeftEye,,RightEye,,LeftEar,,RightEar,,LeftHeelOuter,,LeftHeelInner,,RightHeelOuter,,RightHeelInner,,LeftToeBaseOuter,,LeftToeBaseInner,,RightToeBaseOuter,,RightToeBaseInner,,LeftFootEEOuter,,LeftFootEEInner,,RightFootEEOuter,,RightFootEEInner,,LeftArm_,,LeftForeArm_,,LeftHand_,,RightArm_,,RightForeArm_,,RightHand_,,LeftUpLeg_,,LeftLeg_,,LeftFoot_,,LeftToeBase_,,RightUpLeg_,,RightLeg_,,RightFoot_,,RightToeBase_,,
0,0.646233,0.396428,0.654491,0.401198,0.669291,0.406907,0.668935,0.350248,0.674622,0.291415,0.613007,0.421109,0.62605,0.422924,0.648804,0.423192,0.648438,0.36298,0.658902,0.300586,0.732152,0.238723,0.730414,0.231943,0.718129,0.219993,0.695213,0.198875,0.681344,0.196426,0.594061,0.296488,0.606,0.282706,0.639341,0.251898,0.662105,0.210375,0.673674,0.199451,0.684705,0.13987,0.680547,0.174761,0.682259,0.191648,0.688464,0.206703,0.685222,0.233699,0.680805,0.250629,0.676573,0.264151,0.677676,0.283711,0.670437,0.291913,0.657813,0.162872,0.66076,0.158906,0.666358,0.157413,0.670408,0.165951,0.68599,0.161452,0.646525,0.435482,0.648595,0.430573,0.672417,0.414249,0.66501,0.41734,0.624393,0.429679,0.626742,0.424931,0.657923,0.403649,0.650655,0.406588,0.611404,0.425971,0.613912,0.421318,0.649671,0.397233,0.642483,0.400087,0.662105,0.210375,0.639341,0.251898,0.606,0.282706,0.695213,0.198875,0.718129,0.219993,0.730414,0.231943,0.658902,0.300586,0.648438,0.36298,0.648804,0.423192,0.62605,0.422924,0.674622,0.291415,0.668935,0.350248,0.669291,0.406907,0.654491,0.401198,
8.333,0.64626,0.396417,0.654522,0.401186,0.669354,0.406884,0.668833,0.350221,0.674742,0.29145,0.613001,0.421106,0.626045,0.422924,0.648793,0.423217,0.648419,0.36295,0.659024,0.300624,0.731953,0.238904,0.730494,0.231834,0.718118,0.22003,0.69525,0.198935,0.681251,0.196474,0.594149,0.296599,0.605991,0.282581,0.639348,0.251983,0.662173,0.210441,0.673577,0.199494,0.684758,0.139895,0.680476,0.174768,0.682155,0.191656,0.688407,0.206687,0.685301,0.23371,0.680932,0.250661,0.676722,0.264196,0.677812,0.283757,0.670563,0.291952,0.657789,0.162776,0.660751,0.158838,0.66635,0.157341,0.670376,0.165955,0.685962,0.161443,0.646537,0.435492,0.648605,0.4305,0.672395,0.414301,0.664987,0.417313,0.624401,0.429696,0.626747,0.424865,0.657917,0.403691,0.650646,0.406552,0.611408,0.425995,0.613913,0.421259,0.649678,0.39727,0.642487,0.400046,0.662173,0.210441,0.639348,0.251983,0.605991,0.282581,0.69525,0.198935,0.718118,0.22003,0.730494,0.231834,0.659024,0.300624,0.648419,0.36295,0.648793,0.423217,0.626045,0.422924,0.674742,0.29145,0.668833,0.350221,0.669354,0.406884,0.654522,0.401186,
16.666,0.646278,0.396415,0.65455,0.401181,0.66942,0.406864,0.668738,0.350206,0.674795,0.291487,0.613014,0.421118,0.626057,0.422934,0.648797,0.423231,0.648362,0.362902,0.65905,0.30065,0.731767,0.239036,0.730548,0.231755,0.718101,0.220092,0.695296,0.198963,0.681233,0.196493,0.594285,0.296672,0.606009,0.282431,0.639373,0.252014,0.662187,0.210457,0.673494,0.199496,0.684759,0.139906,0.680433,0.174764,0.682093,0.191653,0.688345,0.206682,0.685293,0.233718,0.68095,0.250679,0.676754,0.264221,0.677847,0.283787,0.670601,0.291983,0.657766,0.162723,0.660732,0.158806,0.666333,0.157296,0.670344,0.165969,0.685938,0.161418,0.64656,0.4355,0.64863,0.430461,0.672385,0.414345,0.66498,0.41729,0.624421,0.429716,0.626768,0.424839,0.657912,0.403731,0.650643,0.406528,0.611425,0.426023,0.613931,0.421242,0.649677,0.397308,0.642487,0.40002,0.662187,0.210457,0.639373,0.252014,0.606009,0.282431,0.695296,0.198963,0.718101,0.220092,0.730548,0.231755,0.65905,0.30065,0.648362,0.362902,0.648797,0.423231,0.626057,0.422934,0.674795,0.291487,0.668738,0.350206,0.66942,0.406864,0.65455,0.401181,
25,0.64629,0.396424,0.654562,0.401182,0.669433,0.40685,0.668676,0.350174,0.674861,0.291481,0.613016,0.42112,0.626062,0.422947,0.6488,0.423235,0.648228,0.362888,0.659277,0.300724,0.731585,0.239153,0.73059,0.231688,0.718062,0.220141,0.695318,0.198962,0.681199,0.196511,0.594389,0.296713,0.606017,0.282311,0.639385,0.252081,0.662199,0.210501,0.673427,0.199517,0.684789,0.139915,0.680392,0.174761,0.68203,0.19165,0.688307,0.206667,0.685349,0.233716,0.68105,0.250687,0.676879,0.264239,0.678006,0.283797,0.670751,0.292009,0.65775,0.16266,0.660725,0.15876,0.666326,0.157247,0.670326,0.165967,0.685918,0.161404,0.646583,0.4355,0.648648,0.430426,0.672397,0.414341,0.664992,0.41728,0.624437,0.429737,0.626779,0.424825,0.657923,0.403738,0.650654,0.406529,0.611431,0.426036,0.613932,0.42122,0.649688,0.397321,0.642498,0.400028,0.662199,0.210501,0.639385,0.252081,0.606017,0.282311,0.695318,0.198962,0.718062,0.220141,0.73059,0.231688,0.659277,0.300724,0.648228,0.362888,0.6488,0.423235,0.626062,0.422947,0.674861,0.291481,0.668676,0.350174,0.669433,0.40685,0.654562,0.401182,
33.333,0.646302,0.396426,0.654578,0.401185,0.66946,0.406842,0.668607,0.350133,0.674991,0.291526,0.613029,0.421119,0.626077,0.422959,0.648813,0.423223,0.64812,0.362867,0.659386,0.300767,0.731432,0.239266,0.730605,0.231637,0.718015,0.22018,0.695342,0.198986,0.681168,0.196532,0.594515,0.296745,0.606028,0.282194,0.63941,0.25212,0.662187,0.210513,0.673363,0.199529,0.684826,0.139925,0.680361,0.174757,0.681976,0.191647,0.688266,0.206656,0.685379,0.233719,0.681114,0.250704,0.676965,0.264266,0.678111,0.283829,0.670866,0.292049,0.657744,0.162594,0.660728,0.158714,0.666329,0.157193,0.670317,0.165971,0.68591,0.161384,0.646609,0.435492,0.64867,0.430418,0.672411,0.414346,0.665008,0.417274,0.624459,0.429751,0.626797,0.424838,0.657933,0.403749,0.650666,0.406529,0.611441,0.426034,0.613938,0.421217,0.649695,0.39733,0.642507,0.400026,0.662187,0.210513,0.63941,0.25212,0.606028,0.282194,0.695342,0.198986,0.718015,0.22018,0.730605,0.231637,0.659386,0.300767,0.64812,0.362867,0.648813,0.423223,0.626077,0.422959,0.674991,0.291526,0.668607,0.350133,0.66946,0.406842,0.654578,0.401185,
41.666,0.646309,0.396431,0.654588,0.401186,0.669473,0.406837,0.66857,0.350127,0.675012,0.291529,0.613042,0.421127,0.626091,0.422967,0.648827,0.423218,0.648112,0.362855,0.659407,0.300767,0.73127,0.239347,0.730617,0.231603,0.71796,0.220219,0.695369,0.198978,0.681184,0.196528,0.594612,0.296751,0.606043,0.282101,0.639411,0.252167,0.662264,0.210525,0.67335,0.19952,0.684838,0.13992,0.680363,0.174748,0.681973,0.191639,0.688259,0.206648,0.685386,0.233714,0.681129,0.2507,0.676984,0.264264,0.678132,0.283828,0.670887,0.292049,0.657752,0.162573,0.660735,0.158699,0.666338,0.157173,0.67032,0.165968,0.685918,0.161368,0.646629,0.435489,0.648689,0.430413,0.672431,0.414338,0.665029,0.417272,0.624476,0.42976,0.626813,0.424845,0.657946,0.403747,0.65068,0.406534,0.611455,0.426043,0.61395,0.421224,0.649704,0.397332,0.642518,0.400034,0.662264,0.210525,0.639411,0.252167,0.606043,0.282101,0.695369,0.198978,0.71796,0.220219,0.730617,0.231603,0.659407,0.300767,0.648112,0.362855,0.648827,0.423218,0.626091,0.422967,0.675012,0.291529,0.66857,0.350127,0.669473,0.406837,0.654588,0.401186,
50,0.646319,0.396436,0.654599,0.401188,0.669486,0.406834,0.668575,0.350115,0.67501,0.291521,0.613057,0.421134,0.626106,0.422971,0.648841,0.42321,0.648085,0.36284,0.659436,0.300767,0.731119,0.239437,0.730617,0.231567,0.717907,0.220256,0.695392,0.198987,0.68119,0.196536,0.59472,0.296761,0.606046,0.282006,0.639444,0.252211,0.662282,0.210527,0.673353,0.199525,0.684846,0.139924,0.680364,0.174748,0.681973,0.191638,0.68827,0.206642,0.685424,0.233714,0.681174,0.250704,0.677028,0.264269,0.678163,0.283832,0.670906,0.292048,0.657757,0.162563,0.66074,0.158694,0.666344,0.157165,0.670323,0.165973,0.685922,0.161363,0.646649,0.435483,0.648708,0.430414,0.672445,0.414335,0.665045,0.417271,0.624494,0.429764,0.62683,0.424855,0.657957,0.403749,0.650693,0.406537,0.61147,0.426048,0.613966,0.421236,0.649713,0.397336,0.642528,0.40004,0.662282,0.210527,0.639444,0.252211,0.606046,0.282006,0.695392,0.198987,0.717907,0.220256,0.730617,0.231567,0.659436,0.300767,0.648085,0.36284,0.648841,0.42321,0.626106,0.422971,0.67501,0.291521,0.668575,0.350115,0.669486,0.406834,0.654599,0.401188,
58.333,0.646321,0.396438,0.654603,0.401186,0.66949,0.406824,0.668532,0.350093,0.675021,0.291514,0.613064,0.421134,0.626113,0.422971,0.648847,0.423202,0.648067,0.362821,0.659455,0.300763,0.730975,0.239502,0.730606,0.231543,0.717842,0.220298,0.695407,0.198987,0.681182,0.196533,0.594808,0.296769,0.606052,0.281938,0.639463,0.252232,0.662315,0.210529,0.673335,0.19952,0.684883,0.13992,0.680364,0.174738,0.68196,0.191628,0.688258,0.20663,0.685431,0.233705,0.681188,0.250697,0.677045,0.264264,0.67818,0.283827,0.670922,0.292043,0.657772,0.162521,0.660759,0.158662,0.666363,0.15713,0.670333,0.165964,0.685935,0.161347,0.646657,0.435477,0.648717,0.430411,0.67246,0.414318,0.665061,0.417264,0.624502,0.429764,0.626839,0.424858,0.657966,0.403741,0.650703,0.406538,0.611477,0.426047,0.613973,0.421238,0.649717,0.397333,0.642534,0.400046,0.662315,0.210529,0.639463,0.252232,0.606052,0.281938,0.695407,0.198987,0.717842,0.220298,0.730606,0.231543,0.659455,0.300763,0.648067,0.362821,0.648847,0.423202,0.626113,0.422971,0.675021,0.291514,0.668532,0.350093,0.66949,0.406824,0.654603,0.401186,
66.666,0.646336,0.396438,0.654619,0.401184,0.669508,0.406819,0.668492,0.350076,0.675054,0.291522,0.613076,0.421137,0.626125,0.422971,0.648857,0.423192,0.64805,0.362804,0.659478,0.300761,0.730858,0.239563,0.730577,0.231523,0.717791,0.220338,0.695395,0.19899,0.681164,0.196539,0.594879,0.296762,0.606079,0.28188,0.639477,0.252268,0.66234,0.21053,0.673315,0.199521,0.684927,0.139921,0.68036,0.174731,0.68194,0.191621,0.688247,0.206618,0.685452,0.2337,0.68122,0.250697,0.677082,0.264267,0.678212,0.283832,0.670951,0.292046,0.657789,0.162474,0.66078,0.158625,0.666388,0.157092,0.67034,0.165956,0.685952,0.161334,0.646671,0.435469,0.648731,0.430409,0.672475,0.414317,0.665076,0.417259,0.624515,0.429763,0.626852,0.424863,0.657979,0.403742,0.650717,0.406536,0.611488,0.426048,0.613985,0.421245,0.649731,0.397335,0.642547,0.400045,0.66234,0.21053,0.639477,0.252268,0.606079,0.28188,0.695395,0.19899,0.717791,0.220338,0.730577,0.231523,0.659478,0.300761,0.64805,0.362804,0.648857,0.423192,0.626125,0.422971,0.675054,0.291522,0.668492,0.350076,0.669508,0.406819,0.654619,0.401184,
75,0.646344,0.396438,0.654627,0.401181,0.669514,0.406812,0.668475,0.350064,0.675063,0.291514,0.613085,0.421139,0.626134,0.422972,0.648866,0.423187,0.648034,0.362795,0.6595,0.300762,0.730735,0.239608,0.730556,0.231512,0.71772,0.220375,0.695419,0.198985,0.681176,0.196534,0.594947,0.296759,0.606107,0.281838,0.639476,0.252296,0.662362,0.210523,0.6733,0.19951,0.684958,0.139913,0.680367,0.174718,0.681935,0.19161,0.688236,0.206608,0.685454,0.233692,0.681228,0.250691,0.677094,0.264262,0.678227,0.283826,0.670967,0.292042,0.657812,0.16244,0.660802,0.158597,0.666414,0.157064,0.670349,0.165941,0.685975,0.16132,0.646681,0.435466,0.648741,0.430409,0.672489,0.414306,0.665091,0.417254,0.624525,0.429763,0.626862,0.424867,0.657991,0.403736,0.650729,0.406536,0.611498,0.426049,0.613994,0.421249,0.649741,0.397332,0.642558,0.400048,0.662362,0.210523,0.639476,0.252296,0.606107,0.281838,0.695419,0.198985,0.71772,0.220375,0.730556,0.231512,0.6595,0.300762,0.648034,0.362795,0.648866,0.423187,0.626134,0.422972,0.675063,0.291514,0.668475,0.350064,0.669514,0.406812,0.654627,0.401181,
