Timestamps [ms],RightFootEE,,RightToeBase,,RightFoot,,RightLeg,,RightUpLeg,,LeftFootEE,,LeftToeBase,,LeftFoot,,LeftLeg,,LeftUpLeg,,RightHandEE,,RightHand,,RightForeArm,,RightArm,,RightShoulder,,LeftHandEE,,LeftHand,,LeftForeArm,,LeftArm,,LeftShoulder,,HeadEE,,Head,,Neck,,Spine4,,Spine3,,Spine2,,Spine1,,Spine,,Hips,,Nose,,LeftEye,,RightEye,,LeftEar,,RightEar,,LeftHeelOuter,,LeftHeelInner,,RightHeelOuter,,RightHeelInner,,LeftToeBaseOuter,,LeftToeBaseInner,,RightToeBaseOuter,,RightToeBaseInner,,LeftFootEEOuter,,LeftFootEEInner,,RightFootEEOuter,,RightFootEEInner,,LeftArm_,,LeftForeArm_,,LeftHand_,,RightArm_,,RightForeArm_,,RightHand_,,LeftUpLeg_,,LeftLeg_,,LeftFoot_,,LeftToeBase_,,RightUpLeg_,,RightLeg_,,RightFoot_,,RightToeBase_,,
83.333,0.586429,0.434237,0.583446,0.442619,0.578163,0.454579,0.575429,0.386923,0.571564,0.318012,0.517431,0.43626,0.522548,0.444393,0.531642,0.455761,0.531106,0.387411,0.533221,0.319663,0.703336,0.281412,0.693317,0.269009,0.645317,0.245936,0.592162,0.207926,0.562371,0.199772,0.404431,0.282079,0.414422,0.270057,0.461843,0.250141,0.51281,0.210014,0.542153,0.200621,0.552571,0.126511,0.55235,0.171026,0.55271,0.193006,0.553686,0.213563,0.553759,0.247291,0.553496,0.267455,0.553176,0.28309,0.553584,0.307488,0.552782,0.315147,0.549462,0.151499,0.543091,0.146829,0.557133,0.146285,0.531478,0.157115,0.572473,0.155524,0.525918,0.46732,0.536523,0.464649,0.584241,0.465734,0.572996,0.463776,0.517275,0.450119,0.527524,0.447657,0.589052,0.447981,0.578205,0.446215,0.512285,0.439958,0.522336,0.437612,0.591865,0.437596,0.581241,0.435936,0.51281,0.210014,0.461843,0.250141,0.414422,0.270057,0.592162,0.207926,0.645317,0.245936,0.693317,0.269009,0.533221,0.319663,0.531106,0.387411,0.531642,0.455761,0.522548,0.444393,0.571564,0.318012,0.575429,0.386923,0.578163,0.454579,0.583446,0.442619,
91.666,0.586442,0.434246,0.583456,0.442626,0.578165,0.454581,0.575438,0.386912,0.571599,0.317997,0.517443,0.436263,0.522559,0.444396,0.531652,0.455761,0.531115,0.38739,0.533259,0.319656,0.703247,0.281444,0.693333,0.268978,0.645331,0.245946,0.592209,0.207922,0.562419,0.199766,0.404573,0.282139,0.414467,0.270038,0.461927,0.250163,0.512862,0.210013,0.542201,0.200611,0.552641,0.126509,0.552405,0.171017,0.552756,0.192996,0.553725,0.213553,0.553794,0.247282,0.553532,0.267446,0.553212,0.283081,0.553622,0.307478,0.552819,0.315136,0.549544,0.151463,0.54317,0.146798,0.557213,0.146259,0.53154,0.157096,0.572539,0.155522,0.525924,0.46732,0.53653,0.464653,0.584253,0.465736,0.573009,0.463785,0.517284,0.450121,0.527534,0.447663,0.589066,0.447986,0.57822,0.446227,0.512296,0.439959,0.522347,0.437617,0.591881,0.437601,0.581256,0.435948,0.512862,0.210013,0.461927,0.250163,0.414467,0.270038,0.592209,0.207922,0.645331,0.245946,0.693333,0.268978,0.533259,0.319656,0.531115,0.38739,0.531652,0.455761,0.522559,0.444396,0.571599,0.317997,0.575438,0.386912,0.578165,0.454581,0.583456,0.442626,
100,0.586454,0.434247,0.583469,0.442632,0.578178,0.454585,0.575445,0.38687,0.57163,0.318057,0.517459,0.436266,0.522574,0.4444,0.531668,0.455753,0.53113,0.387377,0.533277,0.319645,0.703186,0.281433,0.693366,0.268961,0.645326,0.245986,0.592268,0.207916,0.562478,0.199763,0.404734,0.282217,0.414529,0.270029,0.46201,0.25016,0.512928,0.210006,0.542259,0.200592,0.552734,0.126504,0.552476,0.170999,0.552811,0.192977,0.553759,0.213532,0.553818,0.24727,0.553553,0.267442,0.553234,0.283084,0.553621,0.307488,0.552834,0.315155,0.549632,0.151406,0.543258,0.146749,0.557303,0.146216,0.531618,0.157068,0.572619,0.155512,0.525926,0.467314,0.536534,0.46466,0.584264,0.465742,0.57302,0.463789,0.517293,0.450122,0.527544,0.447676,0.589078,0.447993,0.578232,0.446232,0.512308,0.439956,0.522361,0.437626,0.591893,0.437602,0.581268,0.435948,0.512928,0.210006,0.46201,0.25016,0.414529,0.270029,0.592268,0.207916,0.645326,0.245986,0.693366,0.268961,0.533277,0.319645,0.53113,0.387377,0.531668,0.455753,0.522574,0.4444,0.57163,0.318057,0.575445,0.38687,0.578178,0.454585,0.583469,0.442632,
108.333,0.586473,0.434248,0.583482,0.442633,0.578181,0.454582,0.575466,0.386853,0.571652,0.318051,0.517475,0.436268,0.522586,0.444399,0.531674,0.455744,0.53116,0.387353,0.533301,0.31964,0.703148,0.281447,0.693385,0.268939,0.645355,0.246005,0.59233,0.207921,0.562544,0.199758,0.404906,0.282273,0.41459,0.27005,0.462112,0.250158,0.512996,0.209994,0.542326,0.200581,0.552843,0.1265,0.552557,0.170987,0.55288,0.192963,0.553822,0.213517,0.553871,0.24726,0.553599,0.267435,0.553273,0.283079,0.553655,0.307483,0.552861,0.31515,0.549733,0.151363,0.54336,0.14671,0.557406,0.146186,0.531708,0.157042,0.572712,0.15551,0.525929,0.467306,0.536537,0.464658,0.584267,0.465741,0.573024,0.463785,0.517303,0.450119,0.527555,0.447679,0.589091,0.447995,0.578245,0.446231,0.512323,0.439957,0.522376,0.437632,0.591912,0.437605,0.581288,0.435948,0.512996,0.209994,0.462112,0.250158,0.41459,0.27005,0.59233,0.207921,0.645355,0.246005,0.693385,0.268939,0.533301,0.31964,0.53116,0.387353,0.531674,0.455744,0.522586,0.444399,0.571652,0.318051,0.575466,0.386853,0.578181,0.454582,0.583482,0.442633,
116.666,0.586492,0.43424,0.583497,0.442623,0.578189,0.454569,0.575477,0.38683,0.571696,0.318039,0.517495,0.436266,0.522602,0.444395,0.531687,0.455734,0.531169,0.387325,0.533345,0.319624,0.703123,0.281452,0.693408,0.268914,0.64538,0.246037,0.592413,0.207913,0.562625,0.199755,0.405073,0.282344,0.414675,0.270084,0.462218,0.250141,0.513075,0.20998,0.542405,0.200569,0.552972,0.126493,0.552653,0.170979,0.552958,0.192957,0.553888,0.213512,0.553927,0.247254,0.553651,0.267428,0.553323,0.28307,0.553701,0.307473,0.552906,0.315137,0.549845,0.151347,0.543475,0.14669,0.557522,0.146176,0.531815,0.157018,0.57282,0.155516,0.525937,0.467297,0.536546,0.464655,0.584276,0.465729,0.573034,0.463773,0.517317,0.450114,0.52757,0.44768,0.589107,0.447986,0.578262,0.446222,0.512341,0.439953,0.522395,0.437634,0.591931,0.437597,0.581308,0.435939,0.513075,0.20998,0.462218,0.250141,0.414675,0.270084,0.592413,0.207913,0.64538,0.246037,0.693408,0.268914,0.533345,0.319624,0.531169,0.387325,0.531687,0.455734,0.522602,0.444395,0.571696,0.318039,0.575477,0.38683,0.578189,0.454569,0.583497,0.442623,
125,0.586508,0.434246,0.583511,0.442627,0.578197,0.454568,0.575493,0.386809,0.57174,0.318038,0.5175,0.436263,0.522608,0.44439,0.531691,0.455727,0.531203,0.387316,0.533386,0.319597,0.703107,0.281455,0.693435,0.268876,0.645406,0.24606,0.592505,0.2079,0.562712,0.199752,0.405316,0.282437,0.41476,0.2701,0.462325,0.250126,0.513153,0.209942,0.542488,0.200549,0.553128,0.126483,0.55276,0.170969,0.553036,0.192947,0.553939,0.213505,0.553966,0.247244,0.553689,0.267415,0.553362,0.283056,0.553731,0.307458,0.552943,0.315123,0.549966,0.151328,0.543603,0.146666,0.55765,0.146167,0.531936,0.156986,0.572943,0.155526,0.525945,0.467292,0.536554,0.464647,0.584289,0.465729,0.573047,0.463775,0.517324,0.450111,0.527577,0.447675,0.589122,0.447989,0.578277,0.446228,0.512347,0.43995,0.522401,0.437629,0.591948,0.437603,0.581325,0.435948,0.513153,0.209942,0.462325,0.250126,0.41476,0.2701,0.592505,0.2079,0.645406,0.24606,0.693435,0.268876,0.533386,0.319597,0.531203,0.387316,0.531691,0.455727,0.522608,0.44439,0.57174,0.318038,0.575493,0.386809,0.578197,0.454568,0.583511,0.442627,
133.333,0.586523,0.434241,0.583522,0.442622,0.578202,0.454562,0.575521,0.386795,0.571791,0.318035,0.517518,0.436256,0.522623,0.444388,0.5317,0.455717,0.531237,0.387294,0.533438,0.319598,0.703076,0.281442,0.693478,0.268839,0.645439,0.246079,0.592601,0.207886,0.562801,0.199753,0.40556,0.282573,0.414854,0.270112,0.462417,0.250103,0.513245,0.209938,0.542576,0.200539,0.55332,0.126482,0.552877,0.170958,0.553117,0.192936,0.554,0.213492,0.554024,0.247239,0.55375,0.267414,0.553422,0.283057,0.55379,0.307459,0.552997,0.315123,0.55009,0.151281,0.543741,0.146619,0.557788,0.146139,0.532073,0.156944,0.57308,0.155542,0.525956,0.467284,0.536567,0.464641,0.584296,0.465724,0.573055,0.463769,0.51734,0.450109,0.527594,0.447674,0.589135,0.447984,0.57829,0.446223,0.512365,0.439942,0.522419,0.437622,0.591964,0.437598,0.581341,0.435943,0.513245,0.209938,0.462417,0.250103,0.414854,0.270112,0.592601,0.207886,0.645439,0.246079,0.693478,0.268839,0.533438,0.319598,0.531237,0.387294,0.5317,0.455717,0.522623,0.444388,0.571791,0.318035,0.575521,0.386795,0.578202,0.454562,0.583522,0.442622,
141.666,0.586537,0.434239,0.583534,0.442617,0.578206,0.454553,0.57554,0.386782,0.571845,0.318025,0.517533,0.436251,0.522637,0.44438,0.531713,0.455703,0.531261,0.387274,0.533492,0.319584,0.703043,0.281418,0.693525,0.268811,0.645486,0.246091,0.592714,0.207859,0.562902,0.199758,0.405848,0.28272,0.414949,0.27012,0.462514,0.250067,0.513346,0.209923,0.542676,0.20053,0.553516,0.126483,0.553007,0.17095,0.553213,0.192928,0.554077,0.213481,0.554093,0.247236,0.553817,0.267414,0.553486,0.283057,0.553848,0.307456,0.553053,0.315114,0.55023,0.151241,0.543892,0.146579,0.557939,0.146117,0.532222,0.156908,0.573228,0.155558,0.525967,0.467271,0.536578,0.464631,0.584309,0.465714,0.573068,0.463765,0.517353,0.450102,0.527607,0.447669,0.58915,0.447978,0.578306,0.446221,0.512379,0.439937,0.522433,0.437619,0.59198,0.437593,0.581357,0.435943,0.513346,0.209923,0.462514,0.250067,0.414949,0.27012,0.592714,0.207859,0.645486,0.246091,0.693525,0.268811,0.533492,0.319584,0.531261,0.387274,0.531713,0.455703,0.522637,0.44438,0.571845,0.318025,0.57554,0.386782,0.578206,0.454553,0.583534,0.442617,
150,0.586549,0.434228,0.583544,0.442608,0.578212,0.454548,0.575588,0.386768,0.571898,0.318034,0.517546,0.436243,0.522646,0.444376,0.531711,0.455693,0.531303,0.387255,0.533545,0.319586,0.702997,0.281385,0.693583,0.268772,0.645525,0.246111,0.592826,0.207827,0.563005,0.199754,0.406134,0.282873,0.415054,0.270136,0.462611,0.250021,0.513449,0.209907,0.542778,0.200515,0.553731,0.126479,0.553143,0.170938,0.553313,0.192915,0.554162,0.213468,0.554166,0.247225,0.553886,0.267406,0.553551,0.283052,0.553907,0.307454,0.553108,0.315117,0.550378,0.151195,0.544053,0.146531,0.558101,0.14609,0.53238,0.156862,0.573386,0.155575,0.525977,0.467265,0.536589,0.464618,0.584314,0.465708,0.573074,0.463757,0.517367,0.450101,0.527622,0.447661,0.589159,0.447969,0.578316,0.446211,0.512394,0.439931,0.522449,0.437606,0.591991,0.437582,0.581369,0.435931,0.513449,0.209907,0.462611,0.250021,0.415054,0.270136,0.592826,0.207827,0.645525,0.246111,0.693583,0.268772,0.533545,0.319586,0.531303,0.387255,0.531711,0.455693,0.522646,0.444376,0.571898,0.318034,0.575588,0.386768,0.578212,0.454548,0.583544,0.442608,
158.333,0.586548,0.434217,0.583542,0.442597,0.578208,0.454537,0.575602,0.386739,0.571955,0.318032,0.51756,0.436235,0.52266,0.44437,0.531726,0.455685,0.531322,0.387235,0.533603,0.319589,0.702958,0.281359,0.693652,0.268741,0.64559,0.246121,0.592958,0.207807,0.563124,0.199764,0.406438,0.283016,0.415158,0.270166,0.462705,0.24996,0.513564,0.209887,0.542894,0.200506,0.553961,0.126483,0.553294,0.170933,0.553421,0.19291,0.554241,0.213462,0.554235,0.247226,0.553954,0.26741,0.553619,0.283057,0.553972,0.307458,0.553168,0.315118,0.550522,0.151162,0.544214,0.146495,0.558262,0.146075,0.532551,0.156828,0.573554,0.155598,0.525991,0.467257,0.536603,0.464612,0.584313,0.465696,0.573074,0.463747,0.517381,0.450095,0.527635,0.447657,0.589158,0.447957,0.578316,0.446201,0.512407,0.439922,0.522463,0.437599,0.591991,0.437571,0.581369,0.435922,0.513564,0.209887,0.462705,0.24996,0.415158,0.270166,0.592958,0.207807,0.64559,0.246121,0.693652,0.268741,0.533603,0.319589,0.531322,0.387235,0.531726,0.455685,0.52266,0.44437,0.571955,0.318032,0.575602,0.386739,0.578208,0.454537,0.583542,0.442597,
166.666,0.586549,0.434207,0.583547,0.442586,0.57822,0.454526,0.575617,0.386722,0.572017,0.318016,0.517569,0.436223,0.522666,0.444359,0.531728,0.455677,0.531362,0.387215,0.533666,0.319583,0.70291,0.281338,0.693706,0.268701,0.645649,0.246116,0.593087,0.207761,0.563235,0.199766,0.40675,0.283164,0.415266,0.270183,0.462804,0.249905,0.51367,0.209857,0.543002,0.200487,0.554207,0.126476,0.553446,0.170927,0.553527,0.192905,0.554315,0.213459,0.554288,0.247218,0.554006,0.267399,0.553671,0.283044,0.554028,0.307445,0.553228,0.315107,0.550668,0.151148,0.544381,0.146471,0.558428,0.146075,0.532728,0.156784,0.573728,0.155626,0.525992,0.467247,0.536604,0.464604,0.584329,0.465683,0.573088,0.463739,0.517387,0.450083,0.527641,0.447646,0.589165,0.447945,0.578322,0.446193,0.512416,0.439909,0.522471,0.437588,0.591993,0.437559,0.581371,0.435913,0.51367,0.209857,0.462804,0.249905,0.415266,0.270183,0.593087,0.207761,0.645649,0.246116,0.693706,0.268701,0.533666,0.319583,0.531362,0.387215,0.531728,0.455677,0.522666,0.444359,0.572017,0.318016,0.575617,0.386722,0.57822,0.454526,0.583547,0.442586,
